property_id,purpose,city,location,beds,baths,area_yard,price,date_added
Property_11127,Sale,Karachi,"Saima Arabian Villas, Gadap Town",3,3,240 Sq. Yd.,2.25 Crore,
Property_11128,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.18 Crore,
Property_11129,Sale,Karachi,"Saima Arabian Villas, Gadap Town",3,3,240 Sq. Yd.,2.25 Crore,
Property_11130,Sale,Karachi,"Saima Arabian Villas, Gadap Town",3,3,240 Sq. Yd.,,
Property_11131,Sale,Karachi,"Saima Arabian Villas, Gadap Town",3,3,240 Sq. Yd.,2.15 Crore,
Property_11132,Sale,Karachi,"Saima Arabian Villas, Gadap Town",3,3,240 Sq. Yd.,2.15 Crore,
Property_11133,Sale,Karachi,"Saima Arabian Villas, Gadap Town",3,3,240 Sq. Yd.,2.15 Crore,
Property_11134,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,2.15 Crore,
Property_11135,Sale,Karachi,"Federal B Area - Block 12, Federal B Area",6,6,200 Sq. Yd.,1.2 Crore,
Property_11136,Sale,Karachi,"Federal B Area - Block 12, Federal B Area",6,6,200 Sq. Yd.,4.4 Crore,
Property_11137,Sale,Karachi,"Federal B Area - Block 12, Federal B Area",9,6,200 Sq. Yd.,4.3 Crore,
Property_11138,Sale,Karachi,"Federal B Area - Block 12, Federal B Area",8,6,200 Sq. Yd.,6.1 Crore,
Property_11139,Sale,Karachi,"Federal B Area - Block 13, Federal B Area",5,5,400 Sq. Yd.,5.4 Crore,
Property_11140,Sale,Karachi,"Federal B Area - Block 13, Federal B Area",6,6,400 Sq. Yd.,7.5 Crore,
Property_11141,Sale,Karachi,"Federal B Area - Block 10, Federal B Area",4,4,400 Sq. Yd.,8.1 Crore,
Property_11142,Sale,Karachi,"Federal B Area - Block 10, Federal B Area",8,6,400 Sq. Yd.,7.65 Crore,
Property_11143,Sale,Karachi,"Federal B Area - Block 10, Federal B Area",6,6,400 Sq. Yd.,11.5 Crore,
Property_11144,Sale,Karachi,"Federal B Area - Block 10, Federal B Area",3,3,500 Sq. Yd.,8.25 Crore,
Property_11145,Sale,Karachi,"Federal B Area - Block 10, Federal B Area",6,6,400 Sq. Yd.,8.7 Crore,
Property_11146,Sale,Karachi,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",9,400 Sq. Yd.,,9.8 Crore,
Property_11147,Sale,Karachi,"Shah Latif Town, Bin Qasim Town",2,3,120 Sq. Yd.,10.5 Crore,
Property_11148,Sale,Karachi,"DHA Phase 4, DHA Defence",3,4,500 Sq. Yd.,90 Lakh,
Property_11149,Sale,Karachi,"DHA Phase 5, DHA Defence",4,5,"1,000 Sq. Yd.",6.5 Crore,
Property_11150,Sale,Karachi,"DHA Phase 7 Extension, DHA Defence",3,4,100 Sq. Yd.,12.5 Crore,
Property_11151,Sale,Karachi,"DHA Phase 7 Extension, DHA Defence",3,4,100 Sq. Yd.,3.85 Crore,
Property_11152,Sale,Karachi,"KDA Scheme 1, Karachi",10,6,"1,000 Sq. Yd.",40 Crore,
Property_11153,Sale,Karachi,"Bahria Town Karachi, Karachi",3,3,200 Sq. Yd.,1.75 Crore,
Property_11154,Sale,Karachi,"Musalmanan-E-Punjab Cooperative Housing Society, Scheme 33 - Sector 20-A",4,5,120 Sq. Yd.,1.94 Crore,
Property_11155,Sale,Karachi,"Gulshan-e-Iqbal - Block 4A, Gulshan-e-Iqbal",8,6,240 Sq. Yd.,,
Property_11156,Sale,Karachi,"Akhtar Colony, Jamshed Town",2,2,150 Sq. Yd.,5.6 Crore,
Property_11157,Sale,Karachi,"North Karachi, Karachi",10,7,120 Sq. Yd.,75 Lakh,
Property_11158,Sale,Karachi,"North Karachi, Karachi",10,7,100 Sq. Yd.,1.95 Crore,
Property_11159,Sale,Karachi,"DHA Phase 6, DHA Defence",6,6,500 Sq. Yd.,1.45 Crore,
Property_11160,Sale,Karachi,"DHA Phase 7, DHA Defence",6,6,500 Sq. Yd.,9 Crore,
Property_11161,Sale,Karachi,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,10.5 Crore,
Property_11162,Sale,Karachi,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,22 Crore,
Property_11163,Sale,Karachi,"Mohammad Ali Society, Gulshan-e-Iqbal Town",3,3,233 Sq. Yd.,22 Crore,
Property_11164,Sale,Karachi,"Al-Jadeed Residency, Gadap Town",6,6,120 Sq. Yd.,5 Crore,
Property_11165,Sale,Karachi,"Falcon Complex New Malir, Malir",5,4,350 Sq. Yd.,2.15 Crore,
Property_11166,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,7.6 Crore,
Property_11167,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,9.5 Crore,
Property_11168,Sale,Karachi,"North Nazimabad - Block L, North Nazimabad",8,6,280 Sq. Yd.,1.32 Crore,
Property_11169,Sale,Karachi,"Naya Nazimabad - Block B, Naya Nazimabad",4,4,120 Sq. Yd.,7.5 Crore,
Property_11170,Sale,Karachi,"Falcon Complex New Malir, Malir",4,4,350 Sq. Yd.,2.9 Crore,
Property_11171,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,8 Crore,
Property_11172,Sale,Karachi,"PECHS Block 6, PECHS",7,4,"1,000 Sq. Yd.",10.5 Crore,
Property_11173,Sale,Karachi,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",6,6,240 Sq. Yd.,15 Crore,
Property_11174,Sale,Karachi,"DHA Phase 5, DHA Defence",5,6,"1,040 Sq. Yd.",5.8 Crore,
Property_11175,Sale,Karachi,"DHA Phase 6, DHA Defence",5,6,900 Sq. Yd.,18.5 Crore,
Property_11176,Sale,Karachi,"Bath Island, Karachi",4,4,250 Sq. Yd.,5.9 Crore,
Property_11177,Sale,Karachi,"DHA Phase 6, DHA Defence",6,6,500 Sq. Yd.,25 Crore,
Property_11178,Sale,Karachi,"DHA Phase 8, DHA Defence",5,6,666 Sq. Yd.,30 Crore,
Property_11179,Sale,Karachi,"DHA Phase 6, DHA Defence",6,6,500 Sq. Yd.,9.5 Crore,
Property_11180,Sale,Karachi,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,,
Property_11181,Sale,Karachi,"Scheme 33, Karachi",3,4,240 Sq. Yd.,13.98 Crore,
Property_11182,Sale,Karachi,"Gulistan-e-Jauhar - Block 2, Gulistan-e-Jauhar",5,5,270 Sq. Yd.,3.8 Crore,
Property_11183,Sale,Karachi,"Gulistan-e-Jauhar - Block 7, Gulistan-e-Jauhar",6,6,120 Sq. Yd.,6.5 Crore,
Property_11184,Sale,Karachi,"DHA Phase 7 Extension, DHA Defence",4,4,100 Sq. Yd.,3.1 Crore,
Property_11185,Sale,Karachi,"DHA Phase 6, DHA Defence",4,4,"1,000 Sq. Yd.",5 Crore,
Property_11186,Sale,Karachi,"DHA Phase 6, DHA Defence",6,6,"1,000 Sq. Yd.",26 Crore,
Property_11187,Sale,Karachi,"Oasis Park Residencia, Karachi",3,3,120 Sq. Yd.,21 Crore,
Property_11188,Sale,Karachi,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",6,7,240 Sq. Yd.,3 Crore,
Property_11189,Sale,Karachi,"Gwalior Cooperative Housing Society, Scheme 33",6,6,240 Sq. Yd.,4.95 Crore,
Property_11190,Sale,Karachi,"Gwalior Cooperative Housing Society, Scheme 33",6,6,240 Sq. Yd.,4.8 Crore,
Property_11191,Sale,Karachi,"Capital Cooperative Housing Society, Scheme 33 - Sector 35-A",6,6,240 Sq. Yd.,4.55 Crore,
Property_11192,Sale,Karachi,"Gulshan-e-Iqbal - Block 17, Gulshan-e-Iqbal",7,6,"1,500 Sq. Yd.",5.5 Crore,
Property_11193,Sale,Karachi,"Naya Nazimabad, Karachi",6,6,240 Sq. Yd.,40 Crore,
Property_11194,Sale,Karachi,"Naya Nazimabad - Block B, Naya Nazimabad",2,2,120 Sq. Yd.,5.1 Crore,
Property_11195,Sale,Karachi,"Naya Nazimabad - Block C, Naya Nazimabad",4,4,160 Sq. Yd.,2.15 Crore,
Property_11196,Sale,Karachi,"Naya Nazimabad - Block D, Naya Nazimabad",4,4,160 Sq. Yd.,3.88 Crore,
Property_11197,Sale,Karachi,"Naya Nazimabad - Block C, Naya Nazimabad",4,4,120 Sq. Yd.,3.75 Crore,
Property_11198,Sale,Karachi,"Naya Nazimabad - Block C, Naya Nazimabad",4,4,120 Sq. Yd.,3.1 Crore,
Property_11199,Sale,Karachi,"Hill Park, Karachi",4,4,250 Sq. Yd.,3.25 Crore,
Property_11200,Sale,Karachi,"Scheme 33, Karachi",5,6,150 Sq. Yd.,9.5 Crore,
Property_11201,Sale,Karachi,"Falcon Complex Faisal, Karachi",7,6,500 Sq. Yd.,30 Crore,
Property_11202,Sale,Karachi,"Federal B Area - Block 8, Federal B Area",6,5,120 Sq. Yd.,2.35 Crore,
Property_11203,Sale,Karachi,"Federal B Area - Block 13, Federal B Area",10,6,600 Sq. Yd.,16.5 Crore,
Property_11204,Sale,Karachi,"Bufferzone - Sector 15-A/2, Buffer Zone",4,6,120 Sq. Yd.,3.1 Crore,
Property_11205,Sale,Karachi,"KDA Scheme 1, Karachi",5,6,500 Sq. Yd.,,
Property_11206,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,20.5 Crore,
Property_11207,Sale,Karachi,"Falcon Complex New Malir, Malir",4,5,350 Sq. Yd.,10.35 Crore,
Property_11208,Sale,Karachi,"PIA Housing Society, Faisal Cantonment",9,7,200 Sq. Yd.,7 Crore,
Property_11209,Sale,Karachi,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",8,6,240 Sq. Yd.,4.3 Crore,
Property_11210,Sale,Karachi,"KDA Officers Society, Gulshan-e-Iqbal Town",7,6,400 Sq. Yd.,6.25 Crore,
Property_11211,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,17 Crore,
Property_11212,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.16 Crore,
Property_11213,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.22 Crore,
Property_11214,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.25 Crore,
Property_11215,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.16 Crore,
Property_11216,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.15 Crore,
Property_11217,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.25 Crore,
Property_11218,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.24 Crore,
Property_11219,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.23 Crore,
Property_11220,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.21 Crore,
Property_11221,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.2 Crore,
Property_11222,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.18 Crore,
Property_11223,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.22 Crore,
Property_11224,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.19 Crore,
Property_11225,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.17 Crore,
Property_11226,Sale,Karachi,"Surjani Town, Gadap Town",2,2,120 Sq. Yd.,1.15 Crore,
Property_11227,Sale,Karachi,"North Karachi, Karachi",2,2,120 Sq. Yd.,1.25 Crore,
Property_11228,Sale,Karachi,"Gadap Town, Karachi",2,2,120 Sq. Yd.,1.15 Crore,
Property_11229,Sale,Karachi,"Gadap Town, Karachi",2,2,120 Sq. Yd.,1.25 Crore,
Property_11230,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,,
Property_11231,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.25 Crore,
Property_11232,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.25 Crore,
Property_11233,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.25 Crore,
Property_11234,Sale,Karachi,"North Karachi, Karachi",2,2,120 Sq. Yd.,1.25 Crore,
Property_11235,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.25 Crore,
Property_11236,Sale,Karachi,"Surjani Town, Gadap Town",2,2,120 Sq. Yd.,1.25 Crore,
Property_11237,Sale,Karachi,"Gadap Town, Karachi",2,2,120 Sq. Yd.,1.2 Crore,
Property_11238,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.2 Crore,
Property_11239,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.24 Crore,
Property_11240,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,1.22 Crore,
Property_11241,Sale,Karachi,"North Karachi, Karachi",2,2,120 Sq. Yd.,1.23 Crore,
Property_11242,Sale,Karachi,"Gulshan-e-Maymar, Gadap Town",6,6,120 Sq. Yd.,1.25 Crore,
Property_11243,Sale,Karachi,"Federal B Area, Karachi",6,6,200 Sq. Yd.,1.7 Crore,
Property_11244,Sale,Karachi,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,4.5 Crore,
Property_11245,Sale,Karachi,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,18 Crore,
Property_11246,Sale,Karachi,"Bufferzone - Sector 15-A/4, Buffer Zone",4,4,120 Sq. Yd.,18 Crore,
Property_11247,Sale,Karachi,"Bufferzone - Sector 15-A/5, Buffer Zone",6,6,120 Sq. Yd.,2 Crore,
Property_11248,Sale,Karachi,"Federal B Area - Block 9, Federal B Area",6,6,120 Sq. Yd.,4.25 Crore,
Property_11249,Sale,Karachi,"DHA Phase 5, DHA Defence",5,5,800 Sq. Yd.,2.65 Crore,
Property_11250,Sale,Karachi,"DHA Phase 8, DHA Defence",6,7,"1,000 Sq. Yd.",17 Crore,
Property_11251,Sale,Karachi,"DHA Phase 6, DHA Defence",6,7,"1,000 Sq. Yd.",35 Crore,
Property_11252,Sale,Karachi,"DHA Phase 8, DHA Defence",6,6,"2,000 Sq. Yd.",80 Crore,
Property_11253,Sale,Karachi,"DHA Phase 8 - Zone A, DHA Phase 8",6,7,"1,000 Sq. Yd.",42 Crore,
Property_11254,Sale,Karachi,"DHA Phase 8, DHA Defence",5,6,500 Sq. Yd.,22 Crore,
Property_11255,Sale,Karachi,"DHA Phase 8, DHA Defence",6,7,"1,000 Sq. Yd.",,
Property_11256,Sale,Karachi,"DHA Phase 5, DHA Defence",6,6,500 Sq. Yd.,44 Crore,
Property_11257,Sale,Karachi,"Al-Muslim Cooperative Housing Society Phase 1, Scheme 33 - Sector 38-A",6,6,200 Sq. Yd.,18.5 Crore,
Property_11258,Sale,Karachi,"Saadi Garden - Block 1, Saadi Garden",4,4,120 Sq. Yd.,2.85 Crore,
Property_11259,Sale,Karachi,"Federal B Area - Block 12, Federal B Area",9,6,200 Sq. Yd.,1.9 Crore,
Property_11260,Sale,Karachi,"Federal B Area - Block 13, Federal B Area",8,6,400 Sq. Yd.,6.3 Crore,
Property_11261,Sale,Karachi,"Federal B Area - Block 11, Federal B Area",6,6,400 Sq. Yd.,10.3 Crore,
Property_11262,Sale,Karachi,"Askari 5 - Sector H, Askari 5",5,6,427 Sq. Yd.,7.65 Crore,
Property_11263,Sale,Karachi,"DHA Phase 6, DHA Defence",11,7,800 Sq. Yd.,10.5 Crore,
Property_11264,Sale,Karachi,"DHA Phase 8, DHA Defence",6,6,666 Sq. Yd.,25 Crore,
Property_11265,Sale,Karachi,"PECHS Block 6, PECHS",9,6,160 Sq. Yd.,23 Crore,
Property_11266,Sale,Karachi,"North Nazimabad - Block L, North Nazimabad","1,100 Sq. Yd.",,,5.25 Crore,
Property_11267,Sale,Karachi,"Bufferzone - Sector 15-A/5, Buffer Zone",120 Sq. Yd.,,,18.5 Crore,
Property_11268,Sale,Karachi,"Musalmanan-E-Punjab Cooperative Housing Society, Scheme 33 - Sector 20-A",4,6,120 Sq. Yd.,3.5 Crore,
Property_11269,Sale,Karachi,"DHA Phase 6, DHA Defence",4,5,300 Sq. Yd.,2 Crore,
Property_11270,Sale,Karachi,"Federal B Area - Block 12, Federal B Area",200 Sq. Yd.,,,7.5 Crore,
Property_11271,Sale,Karachi,"KDA Officers Society, Gulshan-e-Iqbal Town",5,5,240 Sq. Yd.,4.5 Crore,
Property_11272,Sale,Karachi,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11",3,3,200 Sq. Yd.,15 Crore,
Property_11273,Sale,Karachi,"Rafah-e-Aam, Shah Faisal Town",4,7,300 Sq. Yd.,1.6 Crore,
Property_11274,Sale,Karachi,"North Nazimabad - Block A, North Nazimabad",200 Sq. Yd.,,,6.25 Crore,
Property_11275,Sale,Karachi,"DHA Phase 6, DHA Defence",4,6,250 Sq. Yd.,4.75 Crore,
Property_11276,Sale,Karachi,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,14 Crore,
Property_11277,Sale,Karachi,"DHA Phase 6, DHA Defence",6,6,600 Sq. Yd.,24 Crore,
Property_11278,Sale,Karachi,"DHA Phase 6, DHA Defence",4,5,300 Sq. Yd.,11 Crore,
Property_11279,Sale,Karachi,"DHA Phase 8, DHA Defence","1,000 Sq. Yd.",,,40 Crore,
Property_11280,Sale,Karachi,"DHA Phase 6, DHA Defence",6,7,750 Sq. Yd.,,
Property_11281,Sale,Karachi,"DHA Phase 8, DHA Defence",6,6,"1,000 Sq. Yd.",22 Crore,
Property_11282,Sale,Karachi,"DHA Phase 8, DHA Defence",6,6,500 Sq. Yd.,35 Crore,
Property_11283,Sale,Karachi,"DHA Phase 8, DHA Defence",6,6,666 Sq. Yd.,2.1 Crore,
Property_11284,Sale,Karachi,"Khokhrapar, Malir",3,2,55 Sq. Yd.,21 Crore,
Property_11285,Sale,Karachi,"Askari 5 - Sector J, Askari 5",5,5,375 Sq. Yd.,40 Lakh,
Property_11286,Sale,Karachi,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A",240 Sq. Yd.,,,8.1 Crore,2025-03-27
Property_11287,Sale,Karachi,"State Bank of Pakistan Housing Society, Scheme 33 - Sector 17-A",6,6,200 Sq. Yd.,5.85 Crore,2025-03-27
Property_11288,Sale,Karachi,"Sector 25-A - Punjabi Saudagar Multi Purpose Society, Scheme 33 - Sector 25-A",4,4,120 Sq. Yd.,4.15 Crore,2025-03-27
Property_11289,Sale,Karachi,"Madras Cooperative Housing Society, Scheme 33 - Sector 17-A",6,6,120 Sq. Yd.,2.95 Crore,2025-03-27
Property_11290,Sale,Karachi,"Saadi Town - Block 5, Saadi Town",6,6,240 Sq. Yd.,3 Crore,2025-03-27
Property_11291,Sale,Karachi,"DHA Phase 2, DHA Defence",6,6,"1,000 Sq. Yd.",3.6 Crore,2025-03-27
Property_11292,Sale,Karachi,"DHA Phase 8, DHA Defence",6,7,666 Sq. Yd.,22 Crore,2025-03-27
Property_11293,Sale,Karachi,"Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz",350 Sq. Yd.,,,30 Crore,2025-03-27
Property_11294,Sale,Karachi,"Navy Housing Scheme Karsaz - Phase 3, Navy Housing Scheme Karsaz",350 Sq. Yd.,,,14 Crore,2025-03-27
Property_11295,Sale,Karachi,"DHA Phase 8, DHA Defence",5,6,500 Sq. Yd.,15 Crore,2025-03-27
Property_11296,Sale,Karachi,"DHA Phase 7 Extension, DHA Defence",4,4,100 Sq. Yd.,18.5 Crore,2025-03-27
Property_11297,Sale,Karachi,"DOHS Phase 2, Malir Cantonment",4,4,311 Sq. Yd.,4.4 Crore,2025-03-27
Property_11298,Sale,Karachi,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6,6,240 Sq. Yd.,6.75 Crore,2025-03-27
Property_11299,Sale,Karachi,"Saadi Town, Scheme 33",6,7,240 Sq. Yd.,6.1 Crore,2025-03-27
Property_11300,Sale,Karachi,"DHA Phase 6, DHA Defence",3,4,500 Sq. Yd.,3.85 Crore,2025-03-27
Property_11301,Sale,Karachi,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",6,6,240 Sq. Yd.,6.1 Crore,2025-03-27
Property_11302,Sale,Karachi,"Saadi Town, Scheme 33",6,7,240 Sq. Yd.,3.85 Crore,2025-03-27
Property_11303,Sale,Karachi,"DHA Phase 6, DHA Defence",3,4,500 Sq. Yd.,10.5 Crore,2025-03-27
Property_11304,Sale,Karachi,"DHA Phase 5, DHA Defence",5,6,500 Sq. Yd.,10 Crore,2025-03-27
Property_11305,Sale,Karachi,"DHA Phase 6, DHA Defence",6,6,500 Sq. Yd.,,2025-03-27
Property_11306,Sale,Karachi,"DHA Phase 6, DHA Defence",5,6,"1,000 Sq. Yd.",8.5 Crore,2025-03-27
Property_11307,Sale,Karachi,"DHA Phase 5, DHA Defence",4,5,550 Sq. Yd.,22 Crore,2025-03-27
Property_11308,Sale,Karachi,"DHA Phase 6, DHA Defence",5,6,"1,000 Sq. Yd.",10.5 Crore,2025-03-27
Property_11309,Sale,Karachi,"DHA Phase 5, DHA Defence",4,4,"1,000 Sq. Yd.",22 Crore,2025-03-27
Property_11310,Sale,Karachi,"DHA Phase 6, DHA Defence",6,6,500 Sq. Yd.,14 Crore,2025-03-27
Property_11311,Sale,Karachi,"DHA Phase 6, DHA Defence",3,4,500 Sq. Yd.,8.5 Crore,2025-03-27
Property_11312,Sale,Karachi,"DHA Phase 6, DHA Defence",5,6,500 Sq. Yd.,10.5 Crore,2025-03-27
Property_11313,Sale,Karachi,"DHA Phase 5, DHA Defence",5,6,500 Sq. Yd.,15 Crore,2025-03-27
Property_11314,Sale,Karachi,"Gulshan-e-Iqbal Town, Karachi",3,3,200 Sq. Yd.,10 Crore,2025-03-27
Property_11315,Sale,Karachi,"Gulshan-e-Iqbal - Block 5, Gulshan-e-Iqbal",10,6,240 Sq. Yd.,3.15 Crore,2025-03-27
Property_11316,Sale,Karachi,"Gulshan-e-Iqbal Town, Karachi",8,6,400 Sq. Yd.,10.6 Crore,2025-03-27
Property_11317,Sale,Karachi,"PECHS Block 2, PECHS",3,3,400 Sq. Yd.,10 Crore,2025-03-27
Property_11318,Sale,Karachi,"Malir, Karachi",6,6,240 Sq. Yd.,16 Crore,2025-03-27
Property_11319,Sale,Karachi,"Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar",6,6,240 Sq. Yd.,5 Crore,2025-03-27
Property_11320,Sale,Karachi,"Falcon Complex New Malir, Malir",5,6,500 Sq. Yd.,5.95 Crore,2025-03-27
Property_11321,Sale,Karachi,"Askari 5 - Sector B, Askari 5",6,6,500 Sq. Yd.,10.5 Crore,2025-03-27
Property_11322,Sale,Karachi,"DOHS Phase 2, Malir Cantonment",4,4,311 Sq. Yd.,9.3 Crore,2025-03-27
Property_11323,Sale,Karachi,"DOHS Phase 1, Malir Cantonment",550 Sq. Yd.,,,8 Crore,2025-03-27
Property_11324,Sale,Karachi,"Cantt Bazar, Malir Cantonment",4,6,120 Sq. Yd.,21 Crore,2025-03-27
Property_11325,Sale,Karachi,"Askari 6, Malir Cantonment",5,6,375 Sq. Yd.,4.35 Crore,2025-03-27
Property_11326,Sale,Karachi,"Cantt Bazar, Malir Cantonment",5,6,120 Sq. Yd.,5.45 Crore,2025-03-27
Property_11327,Sale,Karachi,"DOHS Phase 1, Malir Cantonment",8,6,550 Sq. Yd.,15.4 Crore,2025-03-27
Property_11328,Sale,Karachi,"Cantt Bazar, Malir Cantonment",5,5,120 Sq. Yd.,5.5 Crore,2025-03-27
Property_11329,Sale,Karachi,"Malir Cantonment, Cantt",5,6,350 Sq. Yd.,7.6 Crore,2025-03-27
Property_11330,Sale,Karachi,"DHA Phase 7 Extension, DHA Defence",6,6,500 Sq. Yd.,,2025-03-27
Property_11331,Sale,Karachi,"DHA Phase 7 Extension, DHA Defence",6,6,500 Sq. Yd.,12.5 Crore,2025-03-27
Property_11332,Sale,Karachi,"DHA Phase 7 Extension, DHA Defence",6,6,500 Sq. Yd.,12.5 Crore,2025-03-27
Property_11333,Sale,Karachi,"DHA Phase 7 Extension, DHA Defence",6,6,500 Sq. Yd.,12.5 Crore,2025-03-27
Property_11334,Sale,Karachi,"Saima Arabian Villas, Gadap Town",2,2,120 Sq. Yd.,12.5 Crore,2025-03-27
Property_11335,Sale,Karachi,"Federal B Area - Block 6, Federal B Area",6,6,400 Sq. Yd.,1.15 Crore,2025-03-27
Property_11336,Sale,Karachi,"Federal B Area - Block 12, Federal B Area",200 Sq. Yd.,,,13 Crore,2025-03-27
Property_11337,Sale,Karachi,"Federal B Area - Block 20, Federal B Area",120 Sq. Yd.,,,4.8 Crore,2025-03-27
Property_11338,Sale,Karachi,"Federal B Area, Karachi",120 Sq. Yd.,,,2.1 Crore,2025-03-27
Property_11339,Sale,Karachi,"Federal B Area - Block 20, Federal B Area",120 Sq. Yd.,,,7 Crore,2025-03-27
Property_11340,Sale,Karachi,"Ancholi, Gulberg Town",120 Sq. Yd.,,,7 Crore,2025-03-27
Property_11341,Sale,Karachi,"Federal B Area - Block 20, Federal B Area",120 Sq. Yd.,,,7 Crore,2025-03-27
Property_11342,Sale,Karachi,"Federal B Area - Block 17, Federal B Area",120 Sq. Yd.,,,2.1 Crore,2025-03-27
Property_11343,Sale,Karachi,"Bufferzone - Sector 15-A/2, Buffer Zone",6,6,120 Sq. Yd.,4.25 Crore,2025-03-27
Property_11344,Sale,Karachi,"Gulshan-e-Iqbal - Block 2, Gulshan-e-Iqbal",9,6,240 Sq. Yd.,3.75 Crore,2025-03-27
Property_11345,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,9.7 Crore,2025-03-27
Property_11346,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,10.1 Crore,2025-03-27
Property_11347,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,10.25 Crore,2025-03-27
Property_11348,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,9 Crore,2025-03-27
Property_11349,Sale,Karachi,"Falcon Complex New Malir, Malir",4,4,350 Sq. Yd.,9.9 Crore,2025-03-27
Property_11350,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,7.3 Crore,2025-03-27
Property_11351,Sale,Karachi,"Falcon Complex New Malir, Malir",5,5,500 Sq. Yd.,9.5 Crore,2025-03-27
Property_11352,Sale,Karachi,"Falcon Complex New Malir, Malir",4,5,350 Sq. Yd.,8 Crore,2025-03-27
Property_11353,Sale,Karachi,"Gulistan-e-Jauhar - Block 9, Gulistan-e-Jauhar",7,7,400 Sq. Yd.,6 Crore,2025-03-27
Property_11354,Sale,Karachi,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar",2,2,60 Sq. Yd.,1.2 Crore,2025-03-27
Property_11355,Sale,Karachi,"Central Govt Coop Housing Society, Gulshan-e-Iqbal Town",11,6,400 Sq. Yd.,,2025-03-27
Property_11356,Sale,Karachi,"Navy Housing Scheme Karsaz, Karachi",5,6,350 Sq. Yd.,7.5 Crore,2025-03-27
